"Fannie Mae and Freddie Mac Maximum Loan Limits for Loans Originated in 2009 or 
Originated Between 7/1/07 and 12/31/08 and Purchased in 2009

(These limits were determined under the American Recovery and Reinvestment Act of 2009.  Loans acquired in 2009, but originated prior to 7/1/2007 remain subject to previously-announced 2009 loan limits, which were determined under provisions of the Housing and Economic Recovery Act of 2008).",,,,,,,,
FIPS State Code,FIPS County Code,County Name,CBSA Number,State,One-Unit Limit,Two-Unit Limit,Three-Unit Limit,Four-Unit Limit
39,125,Paulding County,99999,OH,"$417,000","$533,850","$645,300","$801,950"
39,127,Perry County,99999,OH,"$417,000","$533,850","$645,300","$801,950"
39,129,Pickaway County,18140,OH,"$417,000","$533,850","$645,300","$801,950"
39,131,Pike County,99999,OH,"$417,000","$533,850","$645,300","$801,950"
39,133,Portage County,10420,OH,"$417,000","$533,850","$645,300","$801,950"
39,135,Preble County,19380,OH,"$417,000","$533,850","$645,300","$801,950"
39,137,Putnam County,99999,OH,"$417,000","$533,850","$645,300","$801,950"
39,139,Richland County,31900,OH,"$417,000","$533,850","$645,300","$801,950"
39,141,Ross County,17060,OH,"$417,000","$533,850","$645,300","$801,950"
39,143,Sandusky County,23380,OH,"$417,000","$533,850","$645,300","$801,950"
39,145,Scioto County,39020,OH,"$417,000","$533,850","$645,300","$801,950"
39,147,Seneca County,45660,OH,"$417,000","$533,850","$645,300","$801,950"
39,149,Shelby County,43380,OH,"$417,000","$533,850","$645,300","$801,950"
39,151,Stark County,15940,OH,"$417,000","$533,850","$645,300","$801,950"
39,153,Summit County,10420,OH,"$417,000","$533,850","$645,300","$801,950"
39,155,Trumbull County,49660,OH,"$417,000","$533,850","$645,300","$801,950"
39,157,Tuscarawas County,35420,OH,"$417,000","$533,850","$645,300","$801,950"
39,159,Union County,18140,OH,"$417,000","$533,850","$645,300","$801,950"
39,161,Van Wert County,46780,OH,"$417,000","$533,850","$645,300","$801,950"
39,163,Vinton County,99999,OH,"$417,000","$533,850","$645,300","$801,950"
39,165,Warren County,17140,OH,"$417,000","$533,850","$645,300","$801,950"
39,167,Washington County,37620,OH,"$417,000","$533,850","$645,300","$801,950"
39,169,Wayne County,49300,OH,"$417,000","$533,850","$645,300","$801,950"
39,171,Williams County,99999,OH,"$417,000","$533,850","$645,300","$801,950"
39,173,Wood County,45780,OH,"$417,000","$533,850","$645,300","$801,950"
39,175,Wyandot County,99999,OH,"$417,000","$533,850","$645,300","$801,950"
40,001,Adair County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,003,Alfalfa County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,005,Atoka County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,007,Beaver County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,009,Beckham County,21120,OK,"$417,000","$533,850","$645,300","$801,950"
40,011,Blaine County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,013,Bryan County,20460,OK,"$417,000","$533,850","$645,300","$801,950"
40,015,Caddo County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,017,Canadian County,36420,OK,"$417,000","$533,850","$645,300","$801,950"
40,019,Carter County,11620,OK,"$417,000","$533,850","$645,300","$801,950"
40,021,Cherokee County,45140,OK,"$417,000","$533,850","$645,300","$801,950"
40,023,Choctaw County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,025,Cimarron County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,027,Cleveland County,36420,OK,"$417,000","$533,850","$645,300","$801,950"
40,029,Coal County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,031,Comanche County,30020,OK,"$417,000","$533,850","$645,300","$801,950"
40,033,Cotton County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,035,Craig County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,037,Creek County,46140,OK,"$417,000","$533,850","$645,300","$801,950"
40,039,Custer County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,041,Delaware County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,043,Dewey County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,045,Ellis County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,047,Garfield County,21420,OK,"$417,000","$533,850","$645,300","$801,950"
40,049,Garvin County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,051,Grady County,36420,OK,"$417,000","$533,850","$645,300","$801,950"
40,053,Grant County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,055,Greer County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,057,Harmon County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,059,Harper County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,061,Haskell County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,063,Hughes County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,065,Jackson County,11060,OK,"$417,000","$533,850","$645,300","$801,950"
40,067,Jefferson County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,069,Johnston County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,071,Kay County,38620,OK,"$417,000","$533,850","$645,300","$801,950"
40,073,Kingfisher County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,075,Kiowa County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,077,Latimer County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,079,Le Flore County,22900,OK,"$417,000","$533,850","$645,300","$801,950"
40,081,Lincoln County,36420,OK,"$417,000","$533,850","$645,300","$801,950"
40,083,Logan County,36420,OK,"$417,000","$533,850","$645,300","$801,950"
40,085,Love County,11620,OK,"$417,000","$533,850","$645,300","$801,950"
40,087,McClain County,36420,OK,"$417,000","$533,850","$645,300","$801,950"
40,089,McCurtain County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,091,McIntosh County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,093,Major County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,095,Marshall County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,097,Mayes County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,099,Murray County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,101,Muskogee County,34780,OK,"$417,000","$533,850","$645,300","$801,950"
40,103,Noble County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,105,Nowata County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,107,Okfuskee County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,109,Oklahoma County,36420,OK,"$417,000","$533,850","$645,300","$801,950"
40,111,Okmulgee County,46140,OK,"$417,000","$533,850","$645,300","$801,950"
40,113,Osage County,46140,OK,"$417,000","$533,850","$645,300","$801,950"
40,115,Ottawa County,33060,OK,"$417,000","$533,850","$645,300","$801,950"
40,117,Pawnee County,46140,OK,"$417,000","$533,850","$645,300","$801,950"
40,119,Payne County,44660,OK,"$417,000","$533,850","$645,300","$801,950"
40,121,Pittsburg County,32540,OK,"$417,000","$533,850","$645,300","$801,950"
40,123,Pontotoc County,10220,OK,"$417,000","$533,850","$645,300","$801,950"
40,125,Pottawatomie County,43060,OK,"$417,000","$533,850","$645,300","$801,950"
40,127,Pushmataha County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,129,Roger Mills County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,131,Rogers County,46140,OK,"$417,000","$533,850","$645,300","$801,950"
40,133,Seminole County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,135,Sequoyah County,22900,OK,"$417,000","$533,850","$645,300","$801,950"
40,137,Stephens County,20340,OK,"$417,000","$533,850","$645,300","$801,950"
40,139,Texas County,25100,OK,"$417,000","$533,850","$645,300","$801,950"
40,141,Tillman County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,143,Tulsa County,46140,OK,"$417,000","$533,850","$645,300","$801,950"
40,145,Wagoner County,46140,OK,"$417,000","$533,850","$645,300","$801,950"
40,147,Washington County,12780,OK,"$417,000","$533,850","$645,300","$801,950"
40,149,Washita County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,151,Woods County,99999,OK,"$417,000","$533,850","$645,300","$801,950"
40,153,Woodward County,49260,OK,"$417,000","$533,850","$645,300","$801,950"
41,001,Baker County,99999,OR,"$417,000","$533,850","$645,300","$801,950"
41,003,Benton County,18700,OR,"$417,000","$533,850","$645,300","$801,950"
41,005,Clackamas County,38900,OR,"$418,750","$536,050","$648,000","$805,300"
41,007,Clatsop County,11820,OR,"$417,000","$533,850","$645,300","$801,950"
41,009,Columbia County,38900,OR,"$418,750","$536,050","$648,000","$805,300"
41,011,Coos County,18300,OR,"$417,000","$533,850","$645,300","$801,950"
41,013,Crook County,39260,OR,"$417,000","$533,850","$645,300","$801,950"
41,015,Curry County,15060,OR,"$417,000","$533,850","$645,300","$801,950"
41,017,Deschutes County,13460,OR,"$447,500","$572,850","$692,450","$860,600"
41,019,Douglas County,40700,OR,"$417,000","$533,850","$645,300","$801,950"
41,021,Gilliam County,99999,OR,"$417,000","$533,850","$645,300","$801,950"
41,023,Grant County,99999,OR,"$417,000","$533,850","$645,300","$801,950"
41,025,Harney County,99999,OR,"$417,000","$533,850","$645,300","$801,950"
41,027,Hood River County,26220,OR,"$417,000","$533,850","$645,300","$801,950"
41,029,Jackson County,32780,OR,"$422,500","$540,850","$653,800","$812,500"
41,031,Jefferson County,99999,OR,"$417,000","$533,850","$645,300","$801,950"
41,033,Josephine County,24420,OR,"$417,000","$533,850","$645,300","$801,950"
41,035,Klamath County,28900,OR,"$417,000","$533,850","$645,300","$801,950"
41,037,Lake County,99999,OR,"$417,000","$533,850","$645,300","$801,950"
41,039,Lane County,21660,OR,"$417,000","$533,850","$645,300","$801,950"
41,041,Lincoln County,99999,OR,"$417,000","$533,850","$645,300","$801,950"
41,043,Linn County,10540,OR,"$417,000","$533,850","$645,300","$801,950"
41,045,Malheur County,36620,OR,"$417,000","$533,850","$645,300","$801,950"
41,047,Marion County,41420,OR,"$417,000","$533,850","$645,300","$801,950"
41,049,Morrow County,37820,OR,"$417,000","$533,850","$645,300","$801,950"
41,051,Multnomah County,38900,OR,"$418,750","$536,050","$648,000","$805,300"
41,053,Polk County,41420,OR,"$417,000","$533,850","$645,300","$801,950"
41,055,Sherman County,99999,OR,"$417,000","$533,850","$645,300","$801,950"
41,057,Tillamook County,99999,OR,"$417,000","$533,850","$645,300","$801,950"
41,059,Umatilla County,37820,OR,"$417,000","$533,850","$645,300","$801,950"
41,061,Union County,29260,OR,"$417,000","$533,850","$645,300","$801,950"
41,063,Wallowa County,99999,OR,"$417,000","$533,850","$645,300","$801,950"
41,065,Wasco County,17180,OR,"$417,000","$533,850","$645,300","$801,950"
41,067,Washington County,38900,OR,"$418,750","$536,050","$648,000","$805,300"
41,069,Wheeler County,99999,OR,"$417,000","$533,850","$645,300","$801,950"
41,071,Yamhill County,38900,OR,"$418,750","$536,050","$648,000","$805,300"
42,001,Adams County,23900,PA,"$417,000","$533,850","$645,300","$801,950"
42,003,Allegheny County,38300,PA,"$417,000","$533,850","$645,300","$801,950"
42,005,Armstrong County,38300,PA,"$417,000","$533,850","$645,300","$801,950"
42,007,Beaver County,38300,PA,"$417,000","$533,850","$645,300","$801,950"
42,009,Bedford County,99999,PA,"$417,000","$533,850","$645,300","$801,950"
42,011,Berks County,39740,PA,"$417,000","$533,850","$645,300","$801,950"
42,013,Blair County,11020,PA,"$417,000","$533,850","$645,300","$801,950"
42,015,Bradford County,42380,PA,"$417,000","$533,850","$645,300","$801,950"
42,017,Bucks County,37980,PA,"$420,000","$537,650","$649,900","$807,700"
42,019,Butler County,38300,PA,"$417,000","$533,850","$645,300","$801,950"
42,021,Cambria County,27780,PA,"$417,000","$533,850","$645,300","$801,950"
42,023,Cameron County,99999,PA,"$417,000","$533,850","$645,300","$801,950"
42,025,Carbon County,10900,PA,"$417,000","$533,850","$645,300","$801,950"
42,027,Centre County,44300,PA,"$417,000","$533,850","$645,300","$801,950"
42,029,Chester County,37980,PA,"$420,000","$537,650","$649,900","$807,700"
42,031,Clarion County,99999,PA,"$417,000","$533,850","$645,300","$801,950"
42,033,Clearfield County,20180,PA,"$417,000","$533,850","$645,300","$801,950"
42,035,Clinton County,30820,PA,"$417,000","$533,850","$645,300","$801,950"
42,037,Columbia County,14100,PA,"$417,000","$533,850","$645,300","$801,950"
42,039,Crawford County,32740,PA,"$417,000","$533,850","$645,300","$801,950"
42,041,Cumberland County,25420,PA,"$417,000","$533,850","$645,300","$801,950"
42,043,Dauphin County,25420,PA,"$417,000","$533,850","$645,300","$801,950"
42,045,Delaware County,37980,PA,"$420,000","$537,650","$649,900","$807,700"
42,047,Elk County,41260,PA,"$417,000","$533,850","$645,300","$801,950"
42,049,Erie County,21500,PA,"$417,000","$533,850","$645,300","$801,950"
42,051,Fayette County,38300,PA,"$417,000","$533,850","$645,300","$801,950"
42,053,Forest County,99999,PA,"$417,000","$533,850","$645,300","$801,950"
42,055,Franklin County,16540,PA,"$417,000","$533,850","$645,300","$801,950"
42,057,Fulton County,99999,PA,"$417,000","$533,850","$645,300","$801,950"
42,059,Greene County,99999,PA,"$417,000","$533,850","$645,300","$801,950"
42,061,Huntingdon County,26500,PA,"$417,000","$533,850","$645,300","$801,950"
42,063,Indiana County,26860,PA,"$417,000","$533,850","$645,300","$801,950"
42,065,Jefferson County,99999,PA,"$417,000","$533,850","$645,300","$801,950"
42,067,Juniata County,99999,PA,"$417,000","$533,850","$645,300","$801,950"
42,069,Lackawanna County,42540,PA,"$417,000","$533,850","$645,300","$801,950"
42,071,Lancaster County,29540,PA,"$417,000","$533,850","$645,300","$801,950"
42,073,Lawrence County,35260,PA,"$417,000","$533,850","$645,300","$801,950"
42,075,Lebanon County,30140,PA,"$417,000","$533,850","$645,300","$801,950"
42,077,Lehigh County,10900,PA,"$417,000","$533,850","$645,300","$801,950"
42,079,Luzerne County,42540,PA,"$417,000","$533,850","$645,300","$801,950"
42,081,Lycoming County,48700,PA,"$417,000","$533,850","$645,300","$801,950"
42,083,McKean County,14620,PA,"$417,000","$533,850","$645,300","$801,950"
42,085,Mercer County,49660,PA,"$417,000","$533,850","$645,300","$801,950"
42,087,Mifflin County,30380,PA,"$417,000","$533,850","$645,300","$801,950"
42,089,Monroe County,20700,PA,"$417,000","$533,850","$645,300","$801,950"
42,091,Montgomery County,37980,PA,"$420,000","$537,650","$649,900","$807,700"
42,093,Montour County,14100,PA,"$417,000","$533,850","$645,300","$801,950"
42,095,Northampton County,10900,PA,"$417,000","$533,850","$645,300","$801,950"
42,097,Northumberland County,44980,PA,"$417,000","$533,850","$645,300","$801,950"
42,099,Perry County,25420,PA,"$417,000","$533,850","$645,300","$801,950"
42,101,Philadelphia County,37980,PA,"$420,000","$537,650","$649,900","$807,700"
42,103,Pike County,35620,PA,"$729,750","$934,200","$1,129,250","$1,403,400"
42,105,Potter County,99999,PA,"$417,000","$533,850","$645,300","$801,950"
42,107,Schuylkill County,39060,PA,"$417,000","$533,850","$645,300","$801,950"
42,109,Snyder County,42780,PA,"$417,000","$533,850","$645,300","$801,950"
42,111,Somerset County,43740,PA,"$417,000","$533,850","$645,300","$801,950"
42,113,Sullivan County,99999,PA,"$417,000","$533,850","$645,300","$801,950"
42,115,Susquehanna County,99999,PA,"$417,000","$533,850","$645,300","$801,950"
42,117,Tioga County,99999,PA,"$417,000","$533,850","$645,300","$801,950"
42,119,Union County,30260,PA,"$417,000","$533,850","$645,300","$801,950"
42,121,Venango County,36340,PA,"$417,000","$533,850","$645,300","$801,950"
42,123,Warren County,47620,PA,"$417,000","$533,850","$645,300","$801,950"
42,125,Washington County,38300,PA,"$417,000","$533,850","$645,300","$801,950"
42,127,Wayne County,99999,PA,"$417,000","$533,850","$645,300","$801,950"
42,129,Westmoreland County,38300,PA,"$417,000","$533,850","$645,300","$801,950"
42,131,Wyoming County,42540,PA,"$417,000","$533,850","$645,300","$801,950"
42,133,York County,49620,PA,"$425,000","$544,050","$657,650","$817,300"
44,001,Bristol County,39300,RI,"$475,000","$608,100","$735,050","$913,450"
44,003,Kent County,39300,RI,"$475,000","$608,100","$735,050","$913,450"
44,005,Newport County,39300,RI,"$475,000","$608,100","$735,050","$913,450"
44,007,Providence County,39300,RI,"$475,000","$608,100","$735,050","$913,450"
44,009,Washington County,39300,RI,"$475,000","$608,100","$735,050","$913,450"
45,001,Abbeville County,99999,SC,"$417,000","$533,850","$645,300","$801,950"
45,003,Aiken County,12260,SC,"$417,000","$533,850","$645,300","$801,950"
45,005,Allendale County,99999,SC,"$417,000","$533,850","$645,300","$801,950"
45,007,Anderson County,11340,SC,"$417,000","$533,850","$645,300","$801,950"
45,009,Bamberg County,99999,SC,"$417,000","$533,850","$645,300","$801,950"
45,011,Barnwell County,99999,SC,"$417,000","$533,850","$645,300","$801,950"
45,013,Beaufort County,25940,SC,"$417,000","$533,850","$645,300","$801,950"
45,015,Berkeley County,16700,SC,"$417,000","$533,850","$645,300","$801,950"
45,017,Calhoun County,17900,SC,"$417,000","$533,850","$645,300","$801,950"
45,019,Charleston County,16700,SC,"$417,000","$533,850","$645,300","$801,950"
45,021,Cherokee County,23500,SC,"$417,000","$533,850","$645,300","$801,950"
45,023,Chester County,16900,SC,"$417,000","$533,850","$645,300","$801,950"
45,025,Chesterfield County,99999,SC,"$417,000","$533,850","$645,300","$801,950"
45,027,Clarendon County,99999,SC,"$417,000","$533,850","$645,300","$801,950"
45,029,Colleton County,47500,SC,"$417,000","$533,850","$645,300","$801,950"
45,031,Darlington County,22500,SC,"$417,000","$533,850","$645,300","$801,950"
45,033,Dillon County,19900,SC,"$417,000","$533,850","$645,300","$801,950"
45,035,Dorchester County,16700,SC,"$417,000","$533,850","$645,300","$801,950"
45,037,Edgefield County,12260,SC,"$417,000","$533,850","$645,300","$801,950"
45,039,Fairfield County,17900,SC,"$417,000","$533,850","$645,300","$801,950"
45,041,Florence County,22500,SC,"$417,000","$533,850","$645,300","$801,950"
45,043,Georgetown County,23860,SC,"$417,000","$533,850","$645,300","$801,950"
45,045,Greenville County,24860,SC,"$417,000","$533,850","$645,300","$801,950"
